ID	Concept	Language	IPA
3836	tree	PALAWANO BATAK	
3837	two	PALAWANO BATAK	dua
3838	water	PALAWANO BATAK	danum
3839	we	PALAWANO BATAK	kitami
3840	you	PALAWANO BATAK	ikaw
3841	I	PANGASINAN	siak
3842	blood	PANGASINAN	dala
3843	bone	PANGASINAN	pokel
3844	breast	PANGASINAN	suso
3845	come	PANGASINAN	laka
3846	die	PANGASINAN	unpatej
3847	dog	PANGASINAN	aso
3848	drink	PANGASINAN	inom
3849	ear	PANGASINAN	lajag
3850	eye	PANGASINAN	mata
3851	fire	PANGASINAN	poʔol
3852	fish	PANGASINAN	sira
3853	full	PANGASINAN	
3854	hand	PANGASINAN	lima
3855	hear	PANGASINAN	deŋuel
3856	horn	PANGASINAN	
3857	knee	PANGASINAN	
3858	leaf	PANGASINAN	buloŋ
3859	liver	PANGASINAN	altej
3860	louse	PANGASINAN	kuto
3861	mountain	PANGASINAN	
3862	name	PANGASINAN	ŋaran
3863	new	PANGASINAN	balo
3864	night	PANGASINAN	labi
3865	nose	PANGASINAN	eleŋ
3866	one	PANGASINAN	sakej
3867	path	PANGASINAN	
3868	person	PANGASINAN	to
3869	see	PANGASINAN	neŋneŋ
3870	skin	PANGASINAN	balat
3871	star	PANGASINAN	biteuen
3872	stone	PANGASINAN	bato
3873	sun	PANGASINAN	
3874	tongue	PANGASINAN	dila
3875	tooth	PANGASINAN	ŋipen
3876	tree	PANGASINAN	
3877	two	PANGASINAN	duara
3878	water	PANGASINAN	danom
3879	we	PANGASINAN	sikami
3880	you	PANGASINAN	sika
3881	I	PANGUTARAN SAMA	aku
3882	blood	PANGUTARAN SAMA	lahaʔ
3883	bone	PANGUTARAN SAMA	bokog
3884	breast	PANGUTARAN SAMA	dagha
3885	come	PANGUTARAN SAMA	"t""ka"
3886	die	PANGUTARAN SAMA	mataj
3887	dog	PANGUTARAN SAMA	eroʔ
3888	drink	PANGUTARAN SAMA	inum
3889	ear	PANGUTARAN SAMA	taiŋa
3890	eye	PANGUTARAN SAMA	mata
3891	fire	PANGUTARAN SAMA	api
3892	fish	PANGUTARAN SAMA	daiŋ
3893	full	PANGUTARAN SAMA	
3894	hand	PANGUTARAN SAMA	taŋan
3895	hear	PANGUTARAN SAMA	ke
3896	horn	PANGUTARAN SAMA	
3897	knee	PANGUTARAN SAMA	
3898	leaf	PANGUTARAN SAMA	daun
3899	liver	PANGUTARAN SAMA	ataj
3900	louse	PANGUTARAN SAMA	kutu
3901	mountain	PANGUTARAN SAMA	
3902	name	PANGUTARAN SAMA	on
3903	new	PANGUTARAN SAMA	bahu
3904	night	PANGUTARAN SAMA	saŋom
3905	nose	PANGUTARAN SAMA	
3906	one	PANGUTARAN SAMA	dakajoʔ
3907	path	PANGUTARAN SAMA	
3908	person	PANGUTARAN SAMA	aʔa
3909	see	PANGUTARAN SAMA	nda
3910	skin	PANGUTARAN SAMA	kuwit
3911	star	PANGUTARAN SAMA	bitun
3912	stone	PANGUTARAN SAMA	batu
3913	sun	PANGUTARAN SAMA	
3914	tongue	PANGUTARAN SAMA	
3915	tooth	PANGUTARAN SAMA	
3916	tree	PANGUTARAN SAMA	
3917	two	PANGUTARAN SAMA	duwa
3918	water	PANGUTARAN SAMA	boheʔ
3919	we	PANGUTARAN SAMA	kita
3920	you	PANGUTARAN SAMA	kaʔu
3921	I	PANGUTARAN SAMA (1)	aku
3922	blood	PANGUTARAN SAMA (1)	lahaʔ
3923	bone	PANGUTARAN SAMA (1)	bokog
3924	breast	PANGUTARAN SAMA (1)	dagha
3925	come	PANGUTARAN SAMA (1)	"t""ka"
3926	die	PANGUTARAN SAMA (1)	mataj
3927	dog	PANGUTARAN SAMA (1)	eroʔ
3928	drink	PANGUTARAN SAMA (1)	inum
3929	ear	PANGUTARAN SAMA (1)	taiŋa
3930	eye	PANGUTARAN SAMA (1)	mata
3931	fire	PANGUTARAN SAMA (1)	api
3932	fish	PANGUTARAN SAMA (1)	daiŋ
3933	full	PANGUTARAN SAMA (1)	
3934	hand	PANGUTARAN SAMA (1)	taŋan
3935	hear	PANGUTARAN SAMA (1)	ke
3936	horn	PANGUTARAN SAMA (1)	
3937	knee	PANGUTARAN SAMA (1)	
3938	leaf	PANGUTARAN SAMA (1)	daun
3939	liver	PANGUTARAN SAMA (1)	ataj
3940	louse	PANGUTARAN SAMA (1)	kutu
3941	mountain	PANGUTARAN SAMA (1)	
3942	name	PANGUTARAN SAMA (1)	on
3943	new	PANGUTARAN SAMA (1)	bahu
3944	night	PANGUTARAN SAMA (1)	saŋom
3945	nose	PANGUTARAN SAMA (1)	
3946	one	PANGUTARAN SAMA (1)	dakajoʔ
3947	path	PANGUTARAN SAMA (1)	
3948	person	PANGUTARAN SAMA (1)	aʔa
3949	see	PANGUTARAN SAMA (1)	nda
3950	skin	PANGUTARAN SAMA (1)	kuwit
3951	star	PANGUTARAN SAMA (1)	bitun
3952	stone	PANGUTARAN SAMA (1)	batu
3953	sun	PANGUTARAN SAMA (1)	
3954	tongue	PANGUTARAN SAMA (1)	
3955	tooth	PANGUTARAN SAMA (1)	
3956	tree	PANGUTARAN SAMA (1)	
3957	two	PANGUTARAN SAMA (1)	duwa
3958	water	PANGUTARAN SAMA (1)	boheʔ
3959	we	PANGUTARAN SAMA (1)	kita
3960	you	PANGUTARAN SAMA (1)	kaʔu
3961	I	PROTO PALAWAN	ʔaku
3962	blood	PROTO PALAWAN	duguʔ
3963	bone	PROTO PALAWAN	tuʔlaŋ
3964	breast	PROTO PALAWAN	
3965	come	PROTO PALAWAN	
3966	die	PROTO PALAWAN	pataj
3967	dog	PROTO PALAWAN	ʔidəŋ
3968	drink	PROTO PALAWAN	ʔinum
3969	ear	PROTO PALAWAN	taliŋa
3970	eye	PROTO PALAWAN	mata
3971	fire	PROTO PALAWAN	ʔapuj
3972	fish	PROTO PALAWAN	sədaʔ
3973	full	PROTO PALAWAN	
3974	hand	PROTO PALAWAN	lima
3975	hear	PROTO PALAWAN	eŋeg
3976	horn	PROTO PALAWAN	
3977	knee	PROTO PALAWAN	
3978	leaf	PROTO PALAWAN	daʔun
3979	liver	PROTO PALAWAN	ʔataj
3980	louse	PROTO PALAWAN	kutu
3981	mountain	PROTO PALAWAN	bukid
3982	name	PROTO PALAWAN	ŋaran
3983	new	PROTO PALAWAN	baʔgu
3984	night	PROTO PALAWAN	gebiʔi
3985	nose	PROTO PALAWAN	ʔaruŋ
3986	one	PROTO PALAWAN	ʔisaʔ
3987	path	PROTO PALAWAN	dalan
3988	person	PROTO PALAWAN	taʔu
3989	see	PROTO PALAWAN	lətəg
3990	skin	PROTO PALAWAN	kubal
3991	star	PROTO PALAWAN	bituʔən
3992	stone	PROTO PALAWAN	batu
3993	sun	PROTO PALAWAN	ʔaldaw
3994	tongue	PROTO PALAWAN	dilaʔ
3995	tooth	PROTO PALAWAN	nipən
3996	tree	PROTO PALAWAN	kaju
3997	two	PROTO PALAWAN	dua
3998	water	PROTO PALAWAN	danum
3999	we	PROTO PALAWAN	kami
4000	you	PROTO PALAWAN	ka
4001	I	QUEZON PALAWAN	aku
4002	blood	QUEZON PALAWAN	duguʔ
4003	bone	QUEZON PALAWAN	tuʔlaŋ
4004	breast	QUEZON PALAWAN	
4005	come	QUEZON PALAWAN	
4006	die	QUEZON PALAWAN	patəj
4007	dog	QUEZON PALAWAN	
4008	drink	QUEZON PALAWAN	minum
4009	ear	QUEZON PALAWAN	təliŋa
4010	eye	QUEZON PALAWAN	mata
4011	fire	QUEZON PALAWAN	apuj
4012	fish	QUEZON PALAWAN	sədaʔ
4013	full	QUEZON PALAWAN	
4014	hand	QUEZON PALAWAN	lima
4015	hear	QUEZON PALAWAN	kineg
4016	horn	QUEZON PALAWAN	
4017	knee	QUEZON PALAWAN	
4018	leaf	QUEZON PALAWAN	dəʔun
4019	liver	QUEZON PALAWAN	atəj
4020	louse	QUEZON PALAWAN	kutu
4021	mountain	QUEZON PALAWAN	bukid
4022	name	QUEZON PALAWAN	ŋaran
4023	new	QUEZON PALAWAN	baʔgu
4024	night	QUEZON PALAWAN	gebi
4025	nose	QUEZON PALAWAN	əduŋ
4026	one	QUEZON PALAWAN	isa
4027	path	QUEZON PALAWAN	dalan
4028	person	QUEZON PALAWAN	taw
4029	see	QUEZON PALAWAN	
4030	skin	QUEZON PALAWAN	
4031	star	QUEZON PALAWAN	bituʔən
4032	stone	QUEZON PALAWAN	batu
4033	sun	QUEZON PALAWAN	əldəw
4034	tongue	QUEZON PALAWAN	dilaʔ
4035	tooth	QUEZON PALAWAN	nipən
4036	tree	QUEZON PALAWAN	kaju
4037	two	QUEZON PALAWAN	dua
4038	water	QUEZON PALAWAN	danum
4039	we	QUEZON PALAWAN	kami
4040	you	QUEZON PALAWAN	kə
4041	I	ROMBLOMANON 1	Eko
4042	blood	ROMBLOMANON 1	dugo
4043	bone	ROMBLOMANON 1	tujʔan
4044	breast	ROMBLOMANON 1	soso
4045	come	ROMBLOMANON 1	
4046	die	ROMBLOMANON 1	
4047	dog	ROMBLOMANON 1	ajam
4048	drink	ROMBLOMANON 1	pagʔinum
4049	ear	ROMBLOMANON 1	taliŋa
4050	eye	ROMBLOMANON 1	mata
4051	fire	ROMBLOMANON 1	kalajo
4052	fish	ROMBLOMANON 1	isda
4053	full	ROMBLOMANON 1	
4054	hand	ROMBLOMANON 1	kamot
4055	hear	ROMBLOMANON 1	batiʔ
4056	horn	ROMBLOMANON 1	
4057	knee	ROMBLOMANON 1	
4058	leaf	ROMBLOMANON 1	dahon
4059	liver	ROMBLOMANON 1	ataj
4060	louse	ROMBLOMANON 1	koto
4061	mountain	ROMBLOMANON 1	
4062	name	ROMBLOMANON 1	ŋajan
4063	new	ROMBLOMANON 1	bagʔo
4064	night	ROMBLOMANON 1	gabʔi
4065	nose	ROMBLOMANON 1	iloŋ
4066	one	ROMBLOMANON 1	isa
4067	path	ROMBLOMANON 1	dajan
4068	person	ROMBLOMANON 1	tawo
4069	see	ROMBLOMANON 1	pagtanʔaw
4070	skin	ROMBLOMANON 1	anit
4071	star	ROMBLOMANON 1	bituʔon
4072	stone	ROMBLOMANON 1	bato
4073	sun	ROMBLOMANON 1	
4074	tongue	ROMBLOMANON 1	dilaʔ
4075	tooth	ROMBLOMANON 1	ŋipon
4076	tree	ROMBLOMANON 1	
4077	two	ROMBLOMANON 1	duha
4078	water	ROMBLOMANON 1	tubiʔ
4079	we	ROMBLOMANON 1	kita
4080	you	ROMBLOMANON 1	ikaw
4081	I	ROMBLOMANON 2	ʔaku
4082	blood	ROMBLOMANON 2	duguʔ
4083	bone	ROMBLOMANON 2	tujʔan
4084	breast	ROMBLOMANON 2	susu
4085	come	ROMBLOMANON 2	ʔabut
4086	die	ROMBLOMANON 2	bugtuʔ
4087	dog	ROMBLOMANON 2	ʔajam
4088	drink	ROMBLOMANON 2	inum
4089	ear	ROMBLOMANON 2	taliŋa
4090	eye	ROMBLOMANON 2	mata
4091	fire	ROMBLOMANON 2	kalaju
4092	fish	ROMBLOMANON 2	isda
4093	full	ROMBLOMANON 2	punuʔ
4094	hand	ROMBLOMANON 2	kamut
4095	hear	ROMBLOMANON 2	banawbanaw
4096	horn	ROMBLOMANON 2	suŋaj
4097	knee	ROMBLOMANON 2	tuhud
4098	leaf	ROMBLOMANON 2	dahun
4099	liver	ROMBLOMANON 2	ʔataj
4100	louse	ROMBLOMANON 2	tuma
4101	mountain	ROMBLOMANON 2	bakujud
4102	name	ROMBLOMANON 2	tawag
4103	new	ROMBLOMANON 2	bagʔu
4104	night	ROMBLOMANON 2	gabʔi
4105	nose	ROMBLOMANON 2	ʔiluŋ
4106	one	ROMBLOMANON 2	ʔisa
4107	path	ROMBLOMANON 2	dajan
4108	person	ROMBLOMANON 2	tawu
4109	see	ROMBLOMANON 2	batjag
4110	skin	ROMBLOMANON 2	panit
4111	star	ROMBLOMANON 2	bituʔun
4112	stone	ROMBLOMANON 2	batu
4113	sun	ROMBLOMANON 2	ʔadlaw
4114	tongue	ROMBLOMANON 2	dilaʔ
4115	tooth	ROMBLOMANON 2	ŋipun
4116	tree	ROMBLOMANON 2	kahuj
4117	two	ROMBLOMANON 2	duha
4118	water	ROMBLOMANON 2	tubiʔ
4119	we	ROMBLOMANON 2	kita
4120	you	ROMBLOMANON 2	ʔikaw
4121	I	SAMAL	aku
4122	blood	SAMAL	lahaʔ
4123	bone	SAMAL	koaʔ
4124	breast	SAMAL	duduʔ
4125	come	SAMAL	
4126	die	SAMAL	
4127	dog	SAMAL	edoʔ
4128	drink	SAMAL	inum
4129	ear	SAMAL	taliŋa
4130	eye	SAMAL	mata
4131	fire	SAMAL	api
4132	fish	SAMAL	daiŋ
4133	full	SAMAL	apənnoʔ
4134	hand	SAMAL	taŋan
4135	hear	SAMAL	kale
4136	horn	SAMAL	
4137	knee	SAMAL	tuʔut
4138	leaf	SAMAL	daun
4139	liver	SAMAL	ataj
4140	louse	SAMAL	kutu
4141	mountain	SAMAL	buud
4142	name	SAMAL	oon
4143	new	SAMAL	bahaʔu
4144	night	SAMAL	saŋom
4145	nose	SAMAL	uuŋ
4146	one	SAMAL	isa
4147	path	SAMAL	laan
4148	person	SAMAL	aʔa
4149	see	SAMAL	əndaʔ
4150	skin	SAMAL	kulit
4151	star	SAMAL	bituʔun
4152	stone	SAMAL	batu
4153	sun	SAMAL	
4154	tongue	SAMAL	dəllaʔ
4155	tooth	SAMAL	empon
4156	tree	SAMAL	kaju
4157	two	SAMAL	dua
4158	water	SAMAL	boheʔ
4159	we	SAMAL	kitam
4160	you	SAMAL	kaʔa
4161	I	SAMBAL BOTOLAN	hiko
4162	blood	SAMBAL BOTOLAN	dajaʔ
4163	bone	SAMBAL BOTOLAN	botʔo
4164	breast	SAMBAL BOTOLAN	nonoʔ
4165	come	SAMBAL BOTOLAN	
4166	die	SAMBAL BOTOLAN	
4167	dog	SAMBAL BOTOLAN	ahoʔ
4168	drink	SAMBAL BOTOLAN	minom
4169	ear	SAMBAL BOTOLAN	toli
4170	eye	SAMBAL BOTOLAN	mata
4171	fire	SAMBAL BOTOLAN	apoj
4172	fish	SAMBAL BOTOLAN	ikan
4173	full	SAMBAL BOTOLAN	napnoʔ
4174	hand	SAMBAL BOTOLAN	gamət
4175	hear	SAMBAL BOTOLAN	maləŋəʔ
4176	horn	SAMBAL BOTOLAN	
4177	knee	SAMBAL BOTOLAN	toʔol
4178	leaf	SAMBAL BOTOLAN	boloŋ
4179	liver	SAMBAL BOTOLAN	agtaj
4180	louse	SAMBAL BOTOLAN	koto
4181	mountain	SAMBAL BOTOLAN	bakil
4182	name	SAMBAL BOTOLAN	ŋalan
4183	new	SAMBAL BOTOLAN	bajo
4184	night	SAMBAL BOTOLAN	jabi
4185	nose	SAMBAL BOTOLAN	baloŋo
4186	one	SAMBAL BOTOLAN	miha
4187	path	SAMBAL BOTOLAN	daan
4188	person	SAMBAL BOTOLAN	tao
4189	see	SAMBAL BOTOLAN	makit
4190	skin	SAMBAL BOTOLAN	katat
4191	star	SAMBAL BOTOLAN	bitoʔən
4192	stone	SAMBAL BOTOLAN	bato
4193	sun	SAMBAL BOTOLAN	
4194	tongue	SAMBAL BOTOLAN	dilaʔ
4195	tooth	SAMBAL BOTOLAN	ŋipən
4196	tree	SAMBAL BOTOLAN	kajo
4197	two	SAMBAL BOTOLAN	loa
4198	water	SAMBAL BOTOLAN	lanom
4199	we	SAMBAL BOTOLAN	hitamo
4200	you	SAMBAL BOTOLAN	hika
4201	I	SANGIL	iaʔ
4202	blood	SANGIL	dara
4203	bone	SANGIL	duri
4204	breast	SANGIL	susu
4205	come	SANGIL	
4206	die	SANGIL	pate
4207	dog	SANGIL	
4208	drink	SANGIL	inuŋ
4209	ear	SANGIL	
4210	eye	SANGIL	mata
4211	fire	SANGIL	putuŋ
4212	fish	SANGIL	kinaʔ
4213	full	SANGIL	
4214	hand	SANGIL	lima
4215	hear	SANGIL	diŋirəʔ
4216	horn	SANGIL	
4217	knee	SANGIL	buku
4218	leaf	SANGIL	dauŋ
4219	liver	SANGIL	ate
4220	louse	SANGIL	kutuʔ
4221	mountain	SANGIL	
4222	name	SANGIL	aleŋ
4223	new	SANGIL	buru
4224	night	SANGIL	
4225	nose	SANGIL	iluŋ
4226	one	SANGIL	sa
4227	path	SANGIL	daleŋ
4228	person	SANGIL	taw
4229	see	SANGIL	
4230	skin	SANGIL	pisi
4231	star	SANGIL	
4232	stone	SANGIL	batu
4233	sun	SANGIL	law
4234	tongue	SANGIL	dila
4235	tooth	SANGIL	isi
4236	tree	SANGIL	kaju
4237	two	SANGIL	dalua
4238	water	SANGIL	akeʔ
4239	we	SANGIL	
4240	you	SANGIL	kaw
4241	I	SANGIL SARANGANI ISLANDS	iaʔ
4242	blood	SANGIL SARANGANI ISLANDS	dara
4243	bone	SANGIL SARANGANI ISLANDS	duri
4244	breast	SANGIL SARANGANI ISLANDS	susu
4245	come	SANGIL SARANGANI ISLANDS	
4246	die	SANGIL SARANGANI ISLANDS	
4247	dog	SANGIL SARANGANI ISLANDS	asu
4248	drink	SANGIL SARANGANI ISLANDS	maŋinuŋ
4249	ear	SANGIL SARANGANI ISLANDS	tuli
4250	eye	SANGIL SARANGANI ISLANDS	mata
4251	fire	SANGIL SARANGANI ISLANDS	putuŋ
4252	fish	SANGIL SARANGANI ISLANDS	kinaʔ
4253	full	SANGIL SARANGANI ISLANDS	mapeneʔ
4254	hand	SANGIL SARANGANI ISLANDS	lima
4255	hear	SANGIL SARANGANI ISLANDS	makadiŋirəʔ
4256	horn	SANGIL SARANGANI ISLANDS	
4257	knee	SANGIL SARANGANI ISLANDS	buku
4258	leaf	SANGIL SARANGANI ISLANDS	dauŋ
4259	liver	SANGIL SARANGANI ISLANDS	ate
4260	louse	SANGIL SARANGANI ISLANDS	kutuʔ
4261	mountain	SANGIL SARANGANI ISLANDS	budəʔ
4262	name	SANGIL SARANGANI ISLANDS	aleŋ
4263	new	SANGIL SARANGANI ISLANDS	buru
4264	night	SANGIL SARANGANI ISLANDS	rəbi
4265	nose	SANGIL SARANGANI ISLANDS	iluŋ
4266	one	SANGIL SARANGANI ISLANDS	sa
4267	path	SANGIL SARANGANI ISLANDS	daleŋ
4268	person	SANGIL SARANGANI ISLANDS	taw
4269	see	SANGIL SARANGANI ISLANDS	makasilaw
4270	skin	SANGIL SARANGANI ISLANDS	pisi
4271	star	SANGIL SARANGANI ISLANDS	bituiŋ
4272	stone	SANGIL SARANGANI ISLANDS	batu
4273	sun	SANGIL SARANGANI ISLANDS	
4274	tongue	SANGIL SARANGANI ISLANDS	dila
4275	tooth	SANGIL SARANGANI ISLANDS	isi
4276	tree	SANGIL SARANGANI ISLANDS	kaju
4277	two	SANGIL SARANGANI ISLANDS	dalua
4278	water	SANGIL SARANGANI ISLANDS	akeʔ
4279	we	SANGIL SARANGANI ISLANDS	ikame
4280	you	SANGIL SARANGANI ISLANDS	ikaw
4281	I	SEDANG	a
4282	blood	SEDANG	moheam
4283	bone	SEDANG	koSiaŋ
4284	breast	SEDANG	tou
4285	come	SEDANG	
4286	die	SEDANG	hla
4287	dog	SEDANG	Co
4288	drink	SEDANG	ou
4289	ear	SEDANG	tuan
4290	eye	SEDANG	ma
4291	fire	SEDANG	on
4292	fish	SEDANG	ka
4293	full	SEDANG	peŋ
4294	hand	SEDANG	koŋ
4295	hear	SEDANG	taŋ
4296	horn	SEDANG	
4297	knee	SEDANG	kraŋ
4298	leaf	SEDANG	hla
4299	liver	SEDANG	kliam
4300	louse	SEDANG	Sro
4301	mountain	SEDANG	ŋo
4302	name	SEDANG	inai
4303	new	SEDANG	neo
4304	night	SEDANG	koŋ maŋ
4305	nose	SEDANG	moh
4306	one	SEDANG	moi
4307	path	SEDANG	troaŋ
4308	person	SEDANG	ŋe
4309	see	SEDANG	honai
4310	skin	SEDANG	kea
4311	star	SEDANG	holoŋ
4312	stone	SEDANG	hmou
4313	sun	SEDANG	hai
4314	tongue	SEDANG	rope
4315	tooth	SEDANG	honeŋ
4316	tree	SEDANG	loaŋ
4317	two	SEDANG	pea
4318	water	SEDANG	tea
4319	we	SEDANG	pa
4320	you	SEDANG	eh
4321	I	SIBUTU SOUTHERN SAMA	aku
4322	blood	SIBUTU SOUTHERN SAMA	lahaʔ
4323	bone	SIBUTU SOUTHERN SAMA	tolaŋ
4324	breast	SIBUTU SOUTHERN SAMA	susu
4325	come	SIBUTU SOUTHERN SAMA	pitu
4326	die	SIBUTU SOUTHERN SAMA	matej
4327	dog	SIBUTU SOUTHERN SAMA	eroʔ
4328	drink	SIBUTU SOUTHERN SAMA	inum
4329	ear	SIBUTU SOUTHERN SAMA	tejŋa
4330	eye	SIBUTU SOUTHERN SAMA	mata
4331	fire	SIBUTU SOUTHERN SAMA	
4332	fish	SIBUTU SOUTHERN SAMA	dejŋ
4333	full	SIBUTU SOUTHERN SAMA	
4334	hand	SIBUTU SOUTHERN SAMA	taŋan
4335	hear	SIBUTU SOUTHERN SAMA	kale
4336	horn	SIBUTU SOUTHERN SAMA	
4337	knee	SIBUTU SOUTHERN SAMA	
4338	leaf	SIBUTU SOUTHERN SAMA	down
4339	liver	SIBUTU SOUTHERN SAMA	atej
4340	louse	SIBUTU SOUTHERN SAMA	kutu
4341	mountain	SIBUTU SOUTHERN SAMA	
4342	name	SIBUTU SOUTHERN SAMA	
4343	new	SIBUTU SOUTHERN SAMA	bahau
4344	night	SIBUTU SOUTHERN SAMA	saŋom
4345	nose	SIBUTU SOUTHERN SAMA	uŋ
4346	one	SIBUTU SOUTHERN SAMA	isa
4347	path	SIBUTU SOUTHERN SAMA	lan
4348	person	SIBUTU SOUTHERN SAMA	
4349	see	SIBUTU SOUTHERN SAMA	nda
4350	skin	SIBUTU SOUTHERN SAMA	kulit
4351	star	SIBUTU SOUTHERN SAMA	mamahi
4352	stone	SIBUTU SOUTHERN SAMA	batu
4353	sun	SIBUTU SOUTHERN SAMA	
4354	tongue	SIBUTU SOUTHERN SAMA	delaʔ
4355	tooth	SIBUTU SOUTHERN SAMA	empon
4356	tree	SIBUTU SOUTHERN SAMA	
4357	two	SIBUTU SOUTHERN SAMA	duwa
4358	water	SIBUTU SOUTHERN SAMA	boheʔ
4359	we	SIBUTU SOUTHERN SAMA	kita
4360	you	SIBUTU SOUTHERN SAMA	kow
4361	I	SOGODNIN BORACAY	ak
4362	blood	SOGODNIN BORACAY	dogo
4363	bone	SOGODNIN BORACAY	tolʔan
4364	breast	SOGODNIN BORACAY	soso
4365	come	SOGODNIN BORACAY	hindon
4366	die	SOGODNIN BORACAY	tigbak
4367	dog	SOGODNIN BORACAY	ajam
4368	drink	SOGODNIN BORACAY	iʔinom
4369	ear	SOGODNIN BORACAY	taliŋa
4370	eye	SOGODNIN BORACAY	mata
4371	fire	SOGODNIN BORACAY	jimpon
4372	fish	SOGODNIN BORACAY	isdaʔ
4373	full	SOGODNIN BORACAY	
4374	hand	SOGODNIN BORACAY	alima
4375	hear	SOGODNIN BORACAY	batiʔ
4376	horn	SOGODNIN BORACAY	
4377	knee	SOGODNIN BORACAY	
4378	leaf	SOGODNIN BORACAY	dahon
4379	liver	SOGODNIN BORACAY	ataj
4380	louse	SOGODNIN BORACAY	koto
4381	mountain	SOGODNIN BORACAY	
4382	name	SOGODNIN BORACAY	ŋaran
4383	new	SOGODNIN BORACAY	badjo
4384	night	SOGODNIN BORACAY	kalap
4385	nose	SOGODNIN BORACAY	oroŋ
4386	one	SOGODNIN BORACAY	isaŋ
4387	path	SOGODNIN BORACAY	dalan
4388	person	SOGODNIN BORACAY	tawo
4389	see	SOGODNIN BORACAY	kitaʔ
4390	skin	SOGODNIN BORACAY	panit
4391	star	SOGODNIN BORACAY	biton
4392	stone	SOGODNIN BORACAY	bato
4393	sun	SOGODNIN BORACAY	
4394	tongue	SOGODNIN BORACAY	dilaʔ
4395	tooth	SOGODNIN BORACAY	hipon
4396	tree	SOGODNIN BORACAY	
4397	two	SOGODNIN BORACAY	darwa
4398	water	SOGODNIN BORACAY	awad
4399	we	SOGODNIN BORACAY	ikam
4400	you	SOGODNIN BORACAY	
4401	I	SOUTH SAAMI	manə
4402	blood	SOUTH SAAMI	vərə
4403	bone	SOUTH SAAMI	moaroə
4404	breast	SOUTH SAAMI	5amah
4405	come	SOUTH SAAMI	boetə
4406	die	SOUTH SAAMI	jaemə
4407	dog	SOUTH SAAMI	bəe5ə
4408	drink	SOUTH SAAMI	jowkə
4409	ear	SOUTH SAAMI	bieLiə
4410	eye	SOUTH SAAMI	Cjelmiə
4411	fire	SOUTH SAAMI	dolə
4412	fish	SOUTH SAAMI	gueliə
4413	full	SOUTH SAAMI	dəevəs
4414	hand	SOUTH SAAMI	gəetə
4415	hear	SOUTH SAAMI	gowlə
4416	horn	SOUTH SAAMI	Cjoerviə
4417	knee	SOUTH SAAMI	boelvə
4418	leaf	SOUTH SAAMI	lastə
4419	liver	SOUTH SAAMI	libriə
4420	louse	SOUTH SAAMI	dikiə
4421	mountain	SOUTH SAAMI	Cjakə
4422	name	SOUTH SAAMI	nomə
4423	new	SOUTH SAAMI	orə
4424	night	SOUTH SAAMI	əjə
4425	nose	SOUTH SAAMI	5ueniə
4426	one	SOUTH SAAMI	aktə
4427	path	SOUTH SAAMI	balka
4428	person	SOUTH SAAMI	almeCjə
4429	see	SOUTH SAAMI	vuenə
4430	skin	SOUTH SAAMI	5alCja
4431	star	SOUTH SAAMI	naestiə
4432	stone	SOUTH SAAMI	gierkiə
4433	sun	SOUTH SAAMI	biejiə
4434	tongue	SOUTH SAAMI	5oekCjemə
4435	tooth	SOUTH SAAMI	baeniə
4436	tree	SOUTH SAAMI	moerə
4437	two	SOUTH SAAMI	gektə
4438	water	SOUTH SAAMI	Cjaeciə
4439	we	SOUTH SAAMI	mijieh
4440	you	SOUTH SAAMI	datnə
4441	I	SOUTHERN CATANDUANES	ʔaku
4442	blood	SOUTHERN CATANDUANES	duguʔ
4443	bone	SOUTHERN CATANDUANES	tulʔaŋ
4444	breast	SOUTHERN CATANDUANES	susu
4445	come	SOUTHERN CATANDUANES	ʔabut
4446	die	SOUTHERN CATANDUANES	gadan
4447	dog	SOUTHERN CATANDUANES	ʔajam
4448	drink	SOUTHERN CATANDUANES	ʔinum
4449	ear	SOUTHERN CATANDUANES	tariŋa
4450	eye	SOUTHERN CATANDUANES	mata
4451	fire	SOUTHERN CATANDUANES	kalaju
4452	fish	SOUTHERN CATANDUANES	silaʔ
4453	full	SOUTHERN CATANDUANES	panuʔ
4454	hand	SOUTHERN CATANDUANES	kamut
4455	hear	SOUTHERN CATANDUANES	daŋug
4456	horn	SOUTHERN CATANDUANES	suŋaj
4457	knee	SOUTHERN CATANDUANES	tuhud
4458	leaf	SOUTHERN CATANDUANES	dahun
4459	liver	SOUTHERN CATANDUANES	katuj
4460	louse	SOUTHERN CATANDUANES	kutu
4461	mountain	SOUTHERN CATANDUANES	bulud
4462	name	SOUTHERN CATANDUANES	ŋalan
4463	new	SOUTHERN CATANDUANES	bagʔu
4464	night	SOUTHERN CATANDUANES	baŋgi
4465	nose	SOUTHERN CATANDUANES	duŋuʔ
4466	one	SOUTHERN CATANDUANES	saluʔ
4467	path	SOUTHERN CATANDUANES	dalan
4468	person	SOUTHERN CATANDUANES	tawu
4469	see	SOUTHERN CATANDUANES	hiliŋ
4470	skin	SOUTHERN CATANDUANES	panit
4471	star	SOUTHERN CATANDUANES	bituʔun
4472	stone	SOUTHERN CATANDUANES	batu
4473	sun	SOUTHERN CATANDUANES	ʔaldaw
4474	tongue	SOUTHERN CATANDUANES	dilaʔ
4475	tooth	SOUTHERN CATANDUANES	tiŋu
4476	tree	SOUTHERN CATANDUANES	kahuj
4477	two	SOUTHERN CATANDUANES	duwa
